,MOVIE_ID,TITLE,TMDB_ID,title,director,production_companies,genres,popularity,rating,actors,overview
0,1,12 Angry Men,389,12 Angry Men,['Sidney Lumet'],"['United Artists', 'Orion-Nova Productions']",['Drama'],70.722,8.545,"['Lee J. Cobb', 'Henry Fonda', 'Martin Balsam', 'Jack Warden', 'John Fiedler', 'E.G. Marshall', 'Ed Begley', 'Robert Webber', 'Edward Binns', 'Jack Klugman']","['jury', 'father', 'defense', 'prosecution', 'rested', 'filing', 'room', 'decide', 'young', 'Spanish-American']"
1,2,2001: A Space Odyssey,62,2001: A Space Odyssey,['Stanley Kubrick'],"['Kubrick Productions', 'Metro-Goldwyn-Mayer']","['Science Fiction', 'Mystery', 'Adventure']",77.925,8.073,"['Stanley Kubrick', 'Keir Dullea', 'Gary Lockwood', 'Leonard Rossiter', 'Ed Bishop', 'Harry Fielder', 'Margaret Tyzack', 'Edwina Carroll', 'William Sylvester', 'Vivian Kubrick']","['HAL', 'Humanity', 'computer', 'mysterious', 'object', 'buried', 'beneath', 'lunar', 'surface', 'sets']"
2,3,3 Idiots,20453,3 Idiots,['Rajkumar Hirani'],"['Vidhu Vinod Chopra Productions', 'Vinod Chopra Films']","['Drama', 'Comedy']",30.586,8.0,"['Kareena Kapoor Khan', 'Aamir Khan', 'Ali Fazal', 'Javed Jaffrey', 'R. Madhavan', 'Boman Irani', 'Sharman Joshi', 'Parikshat Sahni', 'Mona Singh', 'Omi Vaidya']","['Rascal', 'Rancho', 'Virus', 'dean', 'Joker', 'India', 'Dreamer', 'Genius', 'idiots', 'university']"
3,4,A Beautiful Mind,453,A Beautiful Mind,['Ron Howard'],"['Universal Pictures', 'DreamWorks Pictures', 'Imagine Entertainment']","['Drama', 'Romance']",49.376,7.9,"['Russell Crowe', 'Jennifer Connelly', 'Bryce Dallas Howard', 'Ed Harris', 'Paul Bettany', 'Adam Goldberg', 'Jason Gray-Stanford', 'Josh Lucas', 'Christopher Plummer', 'Judd Hirsch']","['John', 'Nash', 'Brilliant', 'mathematician', 'conspiracy', 'brink', 'international', 'acclaim', 'entangled', 'mysterious']"
4,5,A Clockwork Orange,185,A Clockwork Orange,['Stanley Kubrick'],"['Warner Bros. Pictures', 'Hawk Films', 'Kubrick Productions', 'Polaris Productions Limited']","['Science Fiction', 'Crime']",63.517,8.2,"['Malcolm McDowell', 'Gillian Hills', 'Adrienne Corri', 'Steven Berkoff', 'Warren Clarke', 'Patrick Magee', 'Virginia Wetherell', 'James Marcus', 'Michael Bates', 'Aubrey Morris']","['Britain', 'Alexander', 'Alex', 'young', 'near-future', 'DeLarge', 'pals', 'kicks', 'beating', 'raping']"
5,6,A Streetcar Named Desire,702,A Streetcar Named Desire,['Elia Kazan'],"['Charles K. Feldman Group', 'Warner Bros. Pictures']","['Drama', 'Thriller']",30.004,7.6,"['Marlon Brando', 'Kim Hunter', 'Karl Malden', 'Vivien Leigh', 'Wright King', 'Mickey Kuhn', 'Peg Hillias', 'Richard Garrick', 'Nick Dennis', ""William H. O'Brien""]","['Orleans', 'ferocious', 'sanity', 'fading', 'southern', 'belle', 'moves', 'sister', 'stabs']"
6,7,Alien,348,Alien,['Ridley Scott'],"['20th Century Fox', 'Brandywine Productions']","['Horror', 'Science Fiction']",150.935,8.157,"['Sigourney Weaver', 'John Hurt', 'Tom Skerritt', 'Harry Dean Stanton', 'Veronica Cartwright', 'Ian Holm', 'Helen Horton', 'Yaphet Kotto', 'Bolaji Badejo']","['Nostromo', 'planet', 'earth', 'commercial', 'return', 'spaceship', 'intercepts', 'distress', 'signal', 'distant']"
7,8,All About Eve,705,All About Eve,['Joseph L. Mankiewicz'],['20th Century Fox'],['Drama'],22.181,8.1,"['Bette Davis', 'Anne Baxter', 'Marilyn Monroe', 'Gary Merrill', 'George Sanders', 'Celeste Holm', 'Harold Miller', 'Barbara Bates', 'Claude Stroud', 'Thelma Ritter']","['Margo', 'Channing', 'Harrington', 'Eve', 'door', 'moment', 'glimpses', 'idol', 'stage', 'determined']"
8,9,All Quiet on the Western Front,143,All Quiet on the Western Front,['Lewis Milestone'],['Universal Pictures'],"['Drama', 'War']",30.527,7.758,"['Heinie Conklin', 'Slim Summerville', 'Tom London', 'Lew Ayres', 'Ernie Adams', 'Beryl Mercer', 'Richard Alexander', 'Ben Alexander', 'Fred Zinnemann', 'Edmund Breese']","['War', 'Front', 'German', 'Army', 'Great', 'Western', 'combat', 'group', 'idealistic', 'young']"
9,10,Amadeus,279,Amadeus,['Miloš Forman'],['The Saul Zaentz Company'],"['History', 'Music', 'Drama']",34.542,8.031,"['Jeffrey Jones', 'Tom Hulce', 'Cynthia Nixon', 'F. Murray Abraham', 'Brian Pettifer', 'Vincent Schiavelli', 'Simon Callow', 'Elizabeth Berridge', 'Roy Dotrice', 'Christine Ebersole']","['Mozart', 'Italian', 'Antonio', 'Salieri', 'Viennese', 'Wolfgang', 'Amadeus', 'Disciplined', 'composer', 'consumed']"
10,11,American Beauty,14,American Beauty,['Sam Mendes'],"['DreamWorks Pictures', 'Jinks/Cohen Company']",['Drama'],61.239,8.0,"['Mena Suvari', 'Allison Janney', 'Thora Birch', 'Annette Bening', 'Peter Gallagher', 'Kevin Spacey', 'Wes Bentley', 'Chris Cooper', 'John Cho', 'Scott Bakula']","['Burnham', 'Lester', 'crisis', 'decides', 'friend', 'depressed', 'suburban', 'father', 'mid-life', 'turn']"
11,12,American History X,73,American History X,['Tony Kaye'],"['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']",['Drama'],46.55,8.344,"[""Beverly D'Angelo"", 'Edward Norton', 'Stacy Keach', 'Elliott Gould', 'Christopher Masterson', 'Ethan Suplee', 'Edward Furlong', 'Fairuza Balk', 'Avery Brooks', 'Paul Le Mat']","['Derek', 'Vineyard', 'Danny', 'serving', 'years', 'men', 'prison', 'paroled', 'killing', 'African-American']"
12,13,Amores perros,55,Amores Perros,['Alejandro González Iñárritu'],"['Altavista Films', 'Zeta Film']","['Drama', 'Thriller']",32.55,7.6,"['Gael García Bernal', 'Adriana Barraza', 'Humberto Busto', 'Goya Toledo', 'Dagoberto Gama', 'Rosa María Bianchi', 'Vanessa Bauche', 'Jorge Salinas', 'Roberto Medina', 'Álvaro Guerrero']","['man', 'Mexico', 'people', 'supermodel', 'lives', 'fatalistic', 'car', 'crash', 'city', 'sets']"
13,14,Anatomy of a Murder,93,Anatomy of a Murder,['Otto Preminger'],"['Columbia Pictures', 'Otto Preminger Films']","['Crime', 'Drama', 'Mystery']",22.47,7.8,"['James Stewart', 'George C. Scott', 'Murray Hamilton', 'Lee Remick', 'Orson Bean', 'Kathryn Grant', 'Eve Arden', 'Ben Gazzara', 'Joseph Kearns', 'Howard McNear']","['Michigan', 'Paul', 'Army', 'Semi-retired', 'Biegler', 'lawyer', 'case', 'Manion', 'District', 'Attorney']"
14,15,Annie Hall,703,Annie Hall,['Woody Allen'],"['United Artists', 'Rollins-Joffe Productions']","['Comedy', 'Drama', 'Romance']",32.678,7.7,"['Jeff Goldblum', 'Diane Keaton', 'Carol Kane', 'Sigourney Weaver', 'Christopher Walken', ""Beverly D'Angelo"", 'Shelley Duvall', 'Woody Allen', 'Tony Roberts', 'Janet Margolin']","['Hall', 'York', 'Alvy', 'Singer', 'Annie', 'comedian', 'falls', 'love', 'ditsy']"
15,16,Apocalypse Now,28,Apocalypse Now,['Francis Ford Coppola'],"['United Artists', 'American Zoetrope']","['Drama', 'War']",65.041,8.3,"['Harrison Ford', 'Colleen Camp', 'Laurence Fishburne', 'Francis Ford Coppola', 'Marlon Brando', 'Scott Glenn', 'Robert Duvall', 'Martin Sheen', 'Dennis Hopper', 'Jack Thibeau']","['officially', 'Captain', 'exist', 'Vietnam', 'Benjamin', 'Willard', 'war', 'Kurtz', 'height', 'dangerous']"
16,17,Arsenic and Old Lace,212,Arsenic and Old Lace,['Frank Capra'],['Warner Bros. Pictures'],"['Comedy', 'Crime']",21.03,7.6,"['Peter Lorre', 'Charles Lane', 'Cary Grant', 'Edward Everett Horton', 'Priscilla Lane', 'James Gleason', 'Jack Carson', 'Lee Phelps', 'Raymond Massey', 'Spencer Charters']","['playwright', 'Brewster', 'Mortimer', 'critic', 'marriage', 'suddenly', 'married', 'aunts', 'hobby', 'killing']"
17,18,Back to the Future,105,Back to the Future,['Robert Zemeckis'],"['Universal Pictures', 'Amblin Entertainment']","['Adventure', 'Comedy', 'Science Fiction']",93.368,8.3,"['Christopher Lloyd', 'Crispin Glover', 'Billy Zane', 'Lea Thompson', 'Thomas F. Wilson', 'James Tolkan', 'Huey Lewis', 'Casey Siemaszko', 'Michael J. Fox', 'Jason Hervey']","['Marty', 'Eighties', 'inadvertently', 'interest', ""parents'"", 'teenager', 'McFly', 'accidentally', 'back', 'time']"
18,19,Barry Lyndon,3175,Barry Lyndon,['Stanley Kubrick'],"['Warner Bros. Pictures', 'Hawk Films', 'Peregrine']","['Drama', 'Romance', 'War', 'History']",37.881,8.0,"['Steven Berkoff', 'Patrick Magee', 'Barry Jackson', 'Hans Meyer', 'Michael Hordern', 'Marisa Berenson', 'Anthony Sharp', 'Wolf Kahler', ""Ryan O'Neal"", 'George Sewell']","['Barry', 'England', 'Lyndon', 'Irish', 'Redmond', 'century', 'transforming', 'rogue', 'cunning', 'wit']"
19,20,Batman Begins,272,Batman Begins,['Christopher Nolan'],"['Warner Bros. Pictures', 'DC', 'Syncopy', 'Legendary Pictures', 'Patalex III Productions Limited']","['Action', 'Crime', 'Drama']",99.208,7.709,"['Gary Oldman', 'Liam Neeson', 'Morgan Freeman', 'Cillian Murphy', 'Christian Bale', 'Michael Caine', 'Katie Holmes', '渡辺謙', 'Jack Gleeson', 'Rade Šerbedžija']","['Gotham', 'City', 'Bruce', 'Wayne', 'Driven', 'tragedy', 'billionaire', 'home', 'dedicates', 'life']"
20,21,Beauty and the Beast,10020,Beauty and the Beast,"['Gary Trousdale', 'Kirk Wise']","['Walt Disney Pictures', 'Silver Screen Partners IV', 'Walt Disney Feature Animation']","['Romance', 'Family', 'Animation', 'Fantasy']",150.485,7.7,"['Angela Lansbury', 'Frank Welker', 'Bradley Pierce', 'Jerry Orbach', 'Phil Proctor', 'David Ogden Stiers', 'Mickie McGowan', 'Hal Smith', 'Bill Farmer', 'Mary Kay Bergman']","['Belle', 'castle', 'Follow', 'beast', 'adventures', 'bright', 'young', 'woman', 'finds', 'prince']"
21,22,Before Sunrise,76,Before Sunrise,['Richard Linklater'],"['Castle Rock Entertainment', 'Detour Filmproduction', 'Filmhaus Films']","['Drama', 'Romance']",37.659,8.0,"['Ethan Hawke', 'Julie Delpy', 'Adam Goldberg', 'Richard Linklater', 'Haymon Maria Buttinger', 'Erni Mangold', 'Dominik Castell', 'Andrea Eckert', 'Hanno Pöschl', 'Hans Weingartner']","['Europe', 'Vienna', 'young', 'man', 'woman', 'meet', 'train', 'wind', 'spending', 'evening']"
22,23,Ben-Hur,665,Ben-Hur,['William Wyler'],['Metro-Goldwyn-Mayer'],"['History', 'Drama', 'Adventure', 'Action']",60.865,7.881,"['Charlton Heston', 'Jack Hawkins', 'Finlay Currie', 'John Le Mesurier', 'Giuliano Gemma', 'Marina Berti', 'Tutte Lemkow', 'Stephen Boyd', 'Martha Scott', 'Enzo Fiermonte']","['Judah', 'Judea', 'Roman', 'Jew', 'Ben-Hur', 'opposes', 'empire', 'ancient', 'occupying', 'Falsely']"
23,24,Black Swan,44214,Black Swan,['Darren Aronofsky'],"['Fox Searchlight Pictures', 'Cross Creek Pictures', 'Protozoa Pictures', 'Phoenix Pictures', 'Dune Entertainment']","['Drama', 'Thriller', 'Horror']",62.29,7.7,"['Mila Kunis', 'Winona Ryder', 'Sebastian Stan', 'Natalie Portman', 'Barbara Hershey', 'Mark Margolis', 'Vincent Cassel', 'Janet Montgomery', 'Ksenia Solo', 'Toby Hemingway']","['York', 'City', 'Nina', 'life', 'profession', 'dance', 'ballerina', 'story', 'ballet', 'company']"
24,25,Blade Runner,78,Blade Runner,['Ridley Scott'],"['Shaw Brothers', 'The Ladd Company', 'Warner Bros. Pictures']","['Science Fiction', 'Drama', 'Thriller']",78.944,7.9,"['Harrison Ford', 'Daryl Hannah', 'Edward James Olmos', 'James Hong', 'Joanna Cassidy', 'Sean Young', 'Rutger Hauer', 'M. Emmet Walsh', 'William Sanderson', 'Joe Turkel']","['Los', 'Angeles', 'Rick', 'Deckard', 'Earth', 'blade', 'spans', 'smog-choked', 'dystopian', 'runner']"
25,26,Braveheart,197,Braveheart,['Mel Gibson'],"['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']","['Action', 'Drama', 'History', 'War']",54.991,7.9,"['Mel Gibson', 'Sophie Marceau', 'Brendan Gleeson', 'Catherine McCormack', 'Tommy Flanagan', 'Brian Cox', 'Peter Mullan', 'Patrick McGoohan', 'James Cosmo', ""David O'Hara""]","['Murron', 'Scottish', 'William', 'Wallace', 'English', 'Enraged', 'love', 'soldiers', 'slaughter', 'bride']"
26,27,Butch Cassidy and the Sundance Kid,642,Butch Cassidy and the Sundance Kid,['George Roy Hill'],"['Campanile Productions', '20th Century Fox', 'George Roy Hill-Paul Monash Production', 'Newman-Foreman Company']","['Western', 'Adventure']",42.636,7.615,"['Sam Elliott', 'Robert Redford', 'Paul Newman', 'Katharine Ross', 'Strother Martin', 'Cloris Leachman', 'Ted Cassidy', 'Percy Helton', 'Don Keefer', 'Jeff Corey']","['Wyoming', 'Cassidy', 'Hole', 'Wall', 'Gang', 'Butch', 'Sundance', 'late', 'affable', 'clever']"
27,28,Casablanca,289,Casablanca,['Michael Curtiz'],['Warner Bros. Pictures'],"['Drama', 'Romance']",39.376,8.2,"['Humphrey Bogart', 'Peter Lorre', 'Ingrid Bergman', 'Claude Rains', 'Sebastian Cabot', 'Conrad Veidt', 'Marcel Dalio', 'Norma Varden', 'Gregory Gaye', 'Frank Puglia']","['Casablanca', 'Morocco', 'December', 'American', 'lover', 'complications', 'cynical', 'expatriate', 'meets', 'unforeseen']"
28,29,Casino,524,Casino,['Martin Scorsese'],"['Universal Pictures', 'Syalis DA', 'Légende Films', 'Cappa/De Fina Productions']","['Crime', 'Drama']",43.617,8.0,"['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods', 'L.Q. Jones', 'Frank Vincent', 'Don Rickles', 'Steve Schirripa', 'Kevin Pollak', 'Joseph Bono']","['Ace', 'Las', 'Vegas', 'Rothstein', 'Casino', 'Tangiers', 'Sam', 'tapped', 'bosses', 'head']"
29,30,Chinatown,829,Chinatown,['Roman Polanski'],"['Paramount Pictures', 'Long Road Productions', 'Robert Evans Company']","['Crime', 'Drama', 'Mystery', 'Thriller']",53.931,7.9,"['Jack Nicholson', 'James Hong', 'Faye Dunaway', 'Diane Ladd', 'Roman Polanski', 'John Hillerman', 'Roy Jenson', 'Richard Bakalyan', 'Noble Willingham', 'John Huston']","['California', 'Jake', 'War', 'Southern', 'Gittes', 'Private', 'sunbaked', 'pre-World', 'eye', 'lives']"
30,31,Cidade de Deus,598,City of God,['Fernando Meirelles'],"['O2 Filmes', 'VideoFilmes', 'Wild Bunch', 'Hank Levine Film & Music', 'Globo Filmes', 'Lumière']","['Drama', 'Crime']",64.157,8.4,"['Alice Braga', 'Matheus Nachtergaele', 'Michel Gomes', 'Micael Borges', 'Jonathan Haagensen', 'Phellipe Haagensen', 'Leandro Firmino', 'Douglas Silva', 'Sabrina Rosa', 'Darlan Cunha']","['Rio', 'Janeiro', 'paths', 'poverty-stricken', 'favelas', 'young', 'men', 'choose', 'José', 'Pequeno']"
31,32,Citizen Kane,15,Citizen Kane,['Orson Welles'],"['Mercury Productions', 'RKO Radio Pictures']","['Mystery', 'Drama']",47.858,8.008,"['Orson Welles', 'Ray Collins', 'Joseph Cotten', 'Agnes Moorehead', 'Milton Kibbee', 'George Coulouris', 'Alan Ladd', 'Everett Sloane', 'Paul Stewart', 'Walter Sande']","['Charles', 'Foster', 'Kane', 'Newspaper', 'industrialist', 'magnate', 'mother', 'boy', 'made', 'ward']"
32,33,City Lights,901,City Lights,['Charlie Chaplin'],['Charles Chaplin Productions'],"['Comedy', 'Drama', 'Romance']",23.035,8.281,"['Charlie Chaplin', 'Robert Graves', 'Jean Harlow', 'Henry Bergman', 'Eddie Baker', 'Jeanne Carpenter', 'Ray Erlenborn', 'Hank Mann', 'Tom Dempsey', 'Johnny Aber']","['girl', 'tramp', 'falls', 'love', 'beautiful', 'blind', 'flower', 'friendship', 'suitor', 'wealthy']"
33,34,Cool Hand Luke,903,Cool Hand Luke,['Stuart Rosenberg'],"['Warner Bros.-Seven Arts', 'Jalem Productions']","['Action', 'Drama', 'Crime']",37.445,7.73,"['Paul Newman', 'Harry Dean Stanton', 'Dennis Hopper', 'Morgan Woodward', 'Strother Martin', 'Robert Donner', 'Anthony Zerbe', 'Ralph Waite', 'Clifton James', 'George Kennedy']","['Dragline', 'prison', 'Jackson', 'Florida', 'Luke', 'farm', 'heavy', 'petty', 'criminal', 'sentenced']"
34,35,Die Hard,562,Die Hard,['John McTiernan'],"['Gordon Company', 'Silver Pictures', '20th Century Fox']","['Action', 'Thriller']",43.929,7.793,"['Bruce Willis', 'Alan Rickman', 'Kym Malin', 'Bonnie Bedelia', 'Robert Davi', 'Reginald VelJohnson', 'Grand L. Bush', 'Paul Gleason', 'William Atherton', 'Hart Bochner']","['NYPD', 'John', 'minutes', 'office', 'terrorists', 'McClane', 'cop', 'plan', 'reconcile', 'estranged']"
35,36,District 9,17654,District 9,['Neill Blomkamp'],"['TriStar Pictures', 'Block / Hanson', 'WingNut Films', 'District 9']",['Science Fiction'],38.142,7.447,"['Sharlto Copley', 'John Sumner', 'Brandon Auret', 'Jed Brophy', 'William Allen Young', 'Daniel Hadebe', 'Neill Blomkamp', 'Nathalie Boltt', 'Nick Boraine', 'Jacques Gombault']","['Earth', 'District', 'Thirty', 'ago', 'years', 'arrive', 'aliens', 'United', 'DNA', 'South']"
36,37,Django Unchained,68718,Django Unchained,['Quentin Tarantino'],"['The Weinstein Company', 'Columbia Pictures']","['Drama', 'Western']",95.894,8.181,"['Leonardo DiCaprio', 'Samuel L. Jackson', 'James Remar', 'Walton Goggins', 'Quentin Tarantino', 'Kerry Washington', 'Jamie Foxx', 'Jonah Hill', 'Bruce Dern', 'Don Johnson']","['German', 'Mississippi', 'hunter', 'owner', 'bounty', 'freed', 'slave', 'sets', 'rescue', 'wife']"
37,38,Dog Day Afternoon,968,Dog Day Afternoon,['Sidney Lumet'],"['Artists Entertainment Complex', 'Warner Bros. Pictures']","['Crime', 'Drama', 'Thriller']",33.975,7.8,"['Al Pacino', 'Carol Kane', 'Chris Sarandon', 'Lance Henriksen', 'Charles Durning', 'James Broderick', 'William Bogert', 'John Cazale', 'Robert Costanzo', 'Penelope Allen']","['Naturile', 'Brooklyn', 'John', 'Wojtowicz', 'Salvatore', 'Based', 'bank', 'Sonny', 'true', 'story']"
38,39,Donnie Darko,141,Donnie Darko,['Richard Kelly'],"['Flower Films', 'Gaylord Films', 'Adam Fields Productions', 'Pandora Cinema']","['Fantasy', 'Drama', 'Mystery']",50.651,7.8,"['Jake Gyllenhaal', 'Daveigh Chase', 'Seth Rogen', 'Mary McDonnell', 'Drew Barrymore', 'Patrick Swayze', 'Noah Wyle', 'Katharine Ross', 'Maggie Gyllenhaal', 'Ashley Tisdale']","['accident', 'crimes', 'narrowly', 'escaping', 'bizarre', 'troubled', 'teenager', 'plagued', 'visions', 'large']"
39,40,Double Indemnity,996,Double Indemnity,['Billy Wilder'],['Paramount Pictures'],"['Crime', 'Thriller']",32.241,8.114,"['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson', 'Bess Flowers', 'Douglas Spencer', 'John Berry', 'Raymond Chandler', 'Byron Barr', 'Fortunio Bonanova', 'Richard Gaines']","['policy', 'insurance', 'double', 'rich', 'woman', 'calculating', 'agent', 'plot', 'kill', 'unsuspecting']"
40,41,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,['Stanley Kubrick'],['Hawk Films'],"['Comedy', 'War']",56.923,8.119,"['James Earl Jones', 'Peter Sellers', 'George C. Scott', 'Slim Pickens', 'Shane Rimmer', 'Keenan Wynn', 'Sterling Hayden', 'Peter Bull', 'Tracy Reed', 'Gordon Tanner']","['Union', 'nuclear', 'strike', 'Jack', 'Ripper', 'Soviet', 'Russian', 'politicians', 'General', 'generals']"
41,42,El laberinto del fauno,1417,Pan's Labyrinth,['Guillermo del Toro'],"['Estudios Picasso', 'Esperanto Filmoj', 'Tequila Gang', 'Telecinco Cinema']","['Fantasy', 'Drama', 'War']",52.195,7.8,"['Ivana Baquero', 'Ivan Massagué', 'Maribel Verdú', 'Doug Jones', 'Ariadna Gil', 'Sergi López', 'Fernando Albizu', 'Federico Luppi', 'Manolo Solo', 'Milo Taboada']","['Ofelia', 'Living', 'mother', 'destiny', 'tyrannical', 'stepfather', 'home', 'pregnant', 'feels', 'explores']"
42,43,Eternal Sunshine of the Spotless Mind,38,Eternal Sunshine of the Spotless Mind,['Michel Gondry'],"['Focus Features', 'Anonymous Content', 'This is that']","['Science Fiction', 'Drama', 'Romance']",86.214,8.1,"['Kate Winslet', 'Jim Carrey', 'Elijah Wood', 'Kirsten Dunst', 'Mark Ruffalo', 'Jane Adams', 'David Cross', 'Tom Wilkinson', ""Deirdre O'Connell"", 'Debbon Ayer']","['Barish', 'Joel', 'heartbroken', 'memory', 'decides', 'girlfriend', 'underwent', 'procedure', 'erase', 'mistake']"
43,44,Fanny och Alexander,5961,Fanny and Alexander,['Ingmar Bergman'],"['Cinematograph AB', 'Svenska Filminstitutet', 'SVT', 'Gaumont', 'Personafilm', 'Tobis']","['Fantasy', 'Drama', 'Mystery']",22.361,7.8,"['Peter Stormare', 'Lena Olin', 'Allan Edwall', 'Pernilla August', 'Harriet Andersson', 'Stina Ekblad', 'Börje Ahlstedt', 'Gunnar Björnstrand', 'Christina Schollin', 'Ewa Fröling']","['Fanny', 'Ekdahl', 'Alexander', 'Emilie', 'family', 'parents', 'company', 'children', 'loving', 'enjoy']"
44,45,Fargo,275,Fargo,['Joel Coen'],"['PolyGram Filmed Entertainment', 'Working Title Films']","['Crime', 'Drama', 'Thriller']",50.586,7.9,"['Steve Buscemi', 'William H. Macy', 'Peter Stormare', 'Bruce Campbell', 'Frances McDormand', 'Melissa Peterman', 'Harve Presnell', 'John Carroll Lynch', 'Steve Reevis', 'Larry Brandenburg']","['Minnesota', 'Jerry', 'debt', 'small-town', 'car', 'salesman', 'bursting', 'seams', 'ransom', 'plan']"
45,46,Festen,309,The Celebration,['Thomas Vinterberg'],"['DR', 'SVT', 'Nimbus Film']",['Drama'],23.766,7.7,"['Ulrich Thomsen', 'Lars Brygmann', 'Birthe Neumann', 'Trine Dyrholm', 'Thomas Bo Larsen', 'Thomas Vinterberg', 'Bjarne Henriksen', 'Henning Moritzen', 'Paprika Steen', 'Therese Glahn']","['birthday', 'family', 'wealthy', 'businessman', 'gather', 'celebrate', 'party', 'revealed', 'estranged', 'children']"
46,47,Fight Club,550,Fight Club,['David Fincher'],"['Fox 2000 Pictures', 'Regency Enterprises', 'The Linson Company', '20th Century Fox', 'Taurus Film']",['Drama'],106.668,8.4,"['Brad Pitt', 'Helena Bonham Carter', 'Jared Leto', 'Eion Bailey', 'Edward Norton', 'Richmond Arquette', 'Holt McCallany', 'Zach Grenier', 'Bob Stephenson', 'Evan Mirand']","['insomniac', 'therapy', 'slippery', 'soap', 'salesman', 'channel', 'primal', 'male', 'aggression', 'shocking']"
47,48,Finding Nemo,12,Finding Nemo,['Andrew Stanton'],['Pixar'],"['Animation', 'Family']",117.336,7.819,"['Willem Dafoe', 'Elizabeth Perkins', 'Allison Janney', 'Stephen Root', 'Eric Bana', 'Geoffrey Rush', 'Vanessa Marano', 'Erik Per Sullivan', 'Laura Marano', 'Brad Garrett']","['Great', 'Barrier', 'Reef', 'clownfish', 'aquarium', 'Nemo', 'home', 'adventurous', 'young', 'unexpectedly']"
48,49,Forrest Gump,13,Forrest Gump,['Robert Zemeckis'],"['Paramount Pictures', 'The Steve Tisch Company', 'Wendy Finerman Productions']","['Comedy', 'Drama', 'Romance']",187.629,8.472,"['Tom Hanks', 'Haley Joel Osment', 'Kurt Russell', 'Sally Field', 'Robin Wright', 'Sam Anderson', 'Marla Sucharetza', 'Elizabeth Hanks', 'Mykelti Williamson', 'John F. Kennedy']","['events', 'case', 'man', 'low', 'accomplished', 'great', 'things', 'life', 'present', 'significant']"
